url,title_hint,date_hint,tag,data_source,wayback_ts
https://www.bleepingcomputer.com/news/security/stopping-fraud-at-each-stage-of-the-customer-journey-without-adding-friction/,Stopping Fraud at Each Stage of the Customer Journey Without Adding Friction,,fraud,live,
https://www.bleepingcomputer.com/news/security/traffic-violation-scams-switch-to-qr-codes-in-new-phishing-texts/,Traffic violation scams switch to QR codes in new phishing texts,,fraud,live,
https://pushsecurity.com/resources/browser-attacks-report?utm_campaign=39413538-FY26Q1_whitepaper_browser-attacks-report&utm_source=bleeping-computer&utm_medium=sponsored-content&utm_content=in-index-ad,New report: How browser-based attacks are bypassing your security controls,,fraud,live,
https://www.bleepingcomputer.com/news/security/adversaries-exploit-vacant-homes-to-intercept-mail-in-hybrid-cybercrime/,Adversaries Exploit Vacant Homes to Intercept Mail in Hybrid Cybercrime,,fraud,live,
https://www.bleepingcomputer.com/news/security/inside-a-modern-fraud-attack-from-bot-signups-to-account-takeovers/,Inside a Modern Fraud Attack: From Bot Signups to Account Takeovers,,fraud,live,
https://www.bleepingcomputer.com/news/security/musician-pleads-guilty-to-10m-streaming-fraud-powered-by-ai-bots/,Musician admits to $10M streaming royalty fraud using AI bots,,fraud,live,
https://www.bleepingcomputer.com/news/security/the-refund-fraud-economy-exploiting-major-retailers-and-payment-platforms/,The Refund Fraud Economy: Exploiting Major Retailers and Payment Platforms,,fraud,live,
https://www.bleepingcomputer.com/news/legal/eu-court-adviser-says-banks-must-immediately-refund-phishing-victims/,EU court adviser says banks must immediately refund phishing victims,,fraud,live,
https://www.bleepingcomputer.com/news/security/ghanain-man-pleads-guilty-to-role-in-100-million-fraud-ring/,Ghanain man pleads guilty to role in $100 million fraud ring,,fraud,live,
https://www.bleepingcomputer.com/news/security/police-dismantles-online-gambling-ring-exploiting-ukrainian-women/,Police dismantles online gambling ring exploiting Ukrainian women,,fraud,live,
https://www.bleepingcomputer.com/news/security/phobos-ransomware-admin-pleads-guilty-to-wire-fraud-conspiracy/,Phobos ransomware admin pleads guilty to wire fraud conspiracy,,fraud,live,
https://www.bleepingcomputer.com/news/security/florida-woman-imprisoned-for-massive-microsoft-license-fraud-scheme/,Florida woman imprisoned for massive Microsoft license fraud scheme,,fraud,live,
https://www.bleepingcomputer.com/news/security/police-arrests-651-suspects-in-african-cybercrime-crackdown/,Police arrests 651 suspects in African cybercrime crackdown,,fraud,live,
https://www.bleepingcomputer.com/news/security/fugitive-behind-73m-pig-butchering-scheme-gets-20-years-in-prison/,Fugitive behind $73M 'pig butchering' scheme gets 20 years in prison,,fraud,live,
https://www.bleepingcomputer.com/news/security/men-charged-in-massive-fanduel-fraud-scheme-fueled-by-thousands-of-stolen-identities/,Men charged in FanDuel scheme fueled by thousands of stolen identities,,fraud,live,
https://www.bleepingcomputer.com/news/security/crypto-wallets-received-a-record-158-billion-in-illicit-funds-last-year/,Crypto wallets received a record $158 billion in illicit funds last year,,fraud,live,
https://www.bleepingcomputer.com/news/security/european-authorities-dismantle-call-center-fraud-ring-in-ukraine/,European authorities dismantle call center fraud ring in Ukraine,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-cybercriminals-stole-262-million-by-impersonating-bank-support-teams-since-january/,FBI: Cybercriminals stole $262M by impersonating bank support teams,,fraud,live,
https://www.bleepingcomputer.com/news/security/us-announces-new-strike-force-targeting-chinese-crypto-scammers/,US announces new strike force targeting Chinese crypto scammers,,fraud,live,
https://www.bleepingcomputer.com/news/security/bitcoin-queen-gets-11-years-in-prison-for-73-billion-bitcoin-scam/,“Bitcoin Queen” gets 11 years in prison for $7.3 billion Bitcoin scam,,fraud,live,
https://www.bleepingcomputer.com/news/security/uk-carriers-to-block-spoofed-phone-numbers-in-fraud-crackdown/,UK carriers to block spoofed phone numbers in fraud crackdown,,fraud,live,
https://www.bleepingcomputer.com/news/security/europol-credit-card-fraud-rings-stole-eur-300-million-from-43-million-cardholders/,Police busts credit card fraud rings with 4.3 million victims,,fraud,live,
https://www.bleepingcomputer.com/news/security/european-police-dismantles-600-million-crypto-investment-fraud-ring/,Police arrests suspects linked to €600 million crypto fraud ring,,fraud,live,
https://www.bleepingcomputer.com/news/security/europol-dismantles-sim-box-operation-renting-numbers-for-cybercrime/,Europol dismantles SIM box operation renting numbers for cybercrime,,fraud,live,
https://www.bleepingcomputer.com/news/security/police-dismantles-crypto-fraud-ring-linked-to-100-million-in-losses/,Police dismantles crypto fraud ring linked to €100 million in losses,,fraud,live,
https://www.bleepingcomputer.com/news/security/us-sanctions-cyber-scammers-who-stole-billions-from-americans/,U.S. sanctions cyber scammers who stole billions from Americans,,fraud,live,
https://www.bleepingcomputer.com/news/security/over-300-million-in-cybercrime-crypto-seized-in-anti-fraud-effort/,Over $300 million in cybercrime crypto seized in anti-fraud effort,,fraud,live,
https://www.bleepingcomputer.com/news/security/ftc-older-adults-lost-record-700-million-to-scammers-in-2024/,FTC: Older adults lost record $700 million to scammers in 2024,,fraud,live,
https://www.bleepingcomputer.com/news/security/hacker-extradited-to-us-for-stealing-33-million-from-taxpayers/,Hacker extradited to US for stealing $3.3 million from taxpayers,,fraud,live,
https://www.bleepingcomputer.com/news/legal/police-dismantles-investment-fraud-ring-stealing-10-million/,Police dismantles investment fraud ring stealing €10 million,,fraud,live,
https://www.bleepingcomputer.com/news/security/europol-helps-disrupt-540-million-crypto-investment-fraud-ring/,Europol helps disrupt $540 million crypto investment fraud ring,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-warns-cybercriminals-steal-health-data-posing-as-fraud-investigators/,FBI: Cybercriminals steal health data posing as fraud investigators,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-warns-of-nft-airdrop-scams-targeting-hedera-hashgraph-wallets/,FBI warns of NFT airdrop scams targeting Hedera Hashgraph wallets,,fraud,live,
https://www.bleepingcomputer.com/news/apple/apple-blocked-over-9-billion-in-apap-store-fraud-since-2020/,Apple blocked over $9 billion in App Store fraud in five years,,fraud,live,
https://www.bleepingcomputer.com/news/security/scallywag-ad-fraud-operation-generated-14-billion-ad-requests-per-day/,WordPress ad-fraud plugins generated 1.4 billion ad requests per day,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-scammers-pose-as-fbi-ic3-employees-to-help-recover-lost-funds/,FBI: Scammers pose as FBI IC3 employees to 'help' recover lost funds,,fraud,live,
https://www.bleepingcomputer.com/news/security/police-arrests-300-suspects-linked-to-african-cybercrime-rings/,Police arrests 300 suspects linked to African cybercrime rings,,fraud,live,
https://www.bleepingcomputer.com/news/security/malware-campaign-dollyway-breached-20-000-wordpress-sites/,"Malware campaign 'DollyWay' breached 20,000 WordPress sites",,fraud,live,
https://www.bleepingcomputer.com/news/security/us-govt-says-americans-lost-record-125-billion-to-fraud-in-2024/,US govt says Americans lost record $12.5 billion to fraud in 2024,,fraud,live,
https://www.bleepingcomputer.com/news/security/google-expands-android-ai-scam-detection-to-more-pixel-devices/,Google expands Android AI scam detection to more Pixel devices,,fraud,live,
https://www.bleepingcomputer.com/news/security/california-man-steals-50-million-using-fake-investment-sites-gets-7-years/,"California man steals $50 million using fake investment sites, gets 7 years",,fraud,live,
https://www.bleepingcomputer.com/news/legal/pastor-who-saw-crypto-project-in-his-dream-indicted-for-fraud/,"Pastor who saw crypto project in his ""dream"" indicted for fraud",,fraud,live,
https://www.bleepingcomputer.com/news/security/over-31-million-fake-stars-on-github-projects-used-to-boost-rankings/,"Over 3.1 million fake ""stars"" on GitHub projects used to boost rankings",,fraud,live,
https://www.bleepingcomputer.com/news/security/ftc-warns-of-online-task-job-scams-hooking-victims-like-gambling/,FTC warns of online task job scams hooking victims like gambling,,fraud,live,
https://www.bleepingcomputer.com/news/security/spain-busts-voice-phishing-ring-for-defrauding-10-000-bank-customers/,"Spain busts voice phishing ring for defrauding 10,000 bank customers",,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-shares-tips-on-how-to-tackle-ai-powered-fraud-schemes/,FBI shares tips on how to tackle AI-powered fraud schemes,,fraud,live,
https://www.bleepingcomputer.com/news/security/meta-removes-over-2-million-accounts-pushing-pig-butchering-scams/,Meta removes over 2 million accounts pushing pig butchering scams,,fraud,live,
https://www.bleepingcomputer.com/news/security/us-charges-five-linked-to-scattered-spider-cybercrime-gang/,US charges five linked to Scattered Spider cybercrime gang,,fraud,live,
https://www.bleepingcomputer.com/news/security/over-a-thousand-online-shops-hacked-to-show-fake-product-listings/,Over a thousand online shops hacked to show fake product listings,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-upcoming-us-general-election-fuel-multiple-fraud-schemes/,FBI: Upcoming U.S. general election fuel multiple fraud schemes,,fraud,live,
https://www.bleepingcomputer.com/news/security/pig-butchering-trading-apps-found-on-google-play-app-store/,"‘Pig butchering’ trading apps found on Google Play, App Store",,fraud,live,
https://www.bleepingcomputer.com/news/security/fraudsters-imprisoned-for-scamming-apple-out-of-6-000-iphones/,"Fraudsters imprisoned for scamming Apple out of 6,000 iPhones",,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-reported-cryptocurrency-losses-reached-56-billion-in-2023/,FBI: Reported cryptocurrency losses reached $5.6 billion in 2023,,fraud,live,
https://www.bleepingcomputer.com/news/security/musician-charged-with-10m-streaming-royalties-fraud-using-ai-and-bots/,Musician charged with $10M streaming royalties fraud using AI and bots,,fraud,live,
https://www.bleepingcomputer.com/news/legal/tech-support-scam-ring-leader-gets-7-years-in-prison-6m-fine/,"Tech support scam ring leader gets 7 years in prison, $6M fine",,fraud,live,
https://www.bleepingcomputer.com/news/security/uk-takes-down-russian-comms-caller-id-spoofing-platform-used-to-scam-170-000-people/,UK takes down major 'Russian Coms' caller ID spoofing platform,,fraud,live,
https://www.bleepingcomputer.com/news/security/fraud-ring-pushes-600-plus-fake-web-shops-via-facebook-ads/,Fraud ring pushes 600+ fake web shops via Facebook ads,,fraud,live,
https://www.bleepingcomputer.com/news/security/ticket-heist-fraud-gang-uses-700-domains-to-sell-fake-olympics-tickets/,Ticket Heist fraud gang uses 700 domains to sell fake Olympics tickets,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-warns-of-fake-law-firms-targeting-crypto-scam-victims/,FBI warns of fake law firms targeting crypto scam victims,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-warns-of-fake-remote-work-ads-used-for-cryptocurrency-fraud/,FBI warns of fake remote work ads used for cryptocurrency fraud,,fraud,live,
https://www.bleepingcomputer.com/news/legal/data-firm-execs-convicted-for-helping-fraudsters-target-the-elderly/,Data firm execs convicted for helping fraudsters target the elderly,,fraud,live,
https://www.bleepingcomputer.com/news/security/indian-man-stole-37-million-in-crypto-using-fake-coinbase-pro-site/,Indian man stole $37 million in crypto using fake Coinbase Pro site,,fraud,live,
https://www.bleepingcomputer.com/news/security/us-arrests-suspects-behind-73m-pig-butchering-laundering-scheme/,US arrests suspects behind $73M ‘pig butchering’ laundering scheme,,fraud,live,
https://www.bleepingcomputer.com/news/security/apple-blocked-7-billion-in-fraudulent-app-store-purchases-in-4-years/,Apple blocked $7 billion in fraudulent App Store purchases in 4 years,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-warns-of-gift-card-fraud-ring-targeting-retail-companies/,FBI warns of gift card fraud ring targeting retail companies,,fraud,live,
https://www.bleepingcomputer.com/news/security/massive-webshop-fraud-ring-steals-credit-cards-from-850-000-people/,"Massive webshop fraud ring steals credit cards from 850,000 people",,fraud,live,
https://www.bleepingcomputer.com/news/security/police-shuts-down-12-fraud-call-centres-arrests-21-suspects/,"Police shuts down 12 fraud call centres, arrests 21 suspects",,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-warns-of-fake-verification-schemes-targeting-dating-app-users/,FBI warns of fake verification schemes targeting dating app users,,fraud,live,
https://www.bleepingcomputer.com/news/security/japanese-police-create-fake-support-scam-payment-cards-to-warn-victims/,Japanese police create fake support scam payment cards to warn victims,,fraud,live,
https://www.bleepingcomputer.com/news/security/india-rescues-250-citizens-enslaved-by-cambodian-cybercrime-gang/,India rescues 250 citizens enslaved by Cambodian cybercrime gang,,fraud,live,
https://www.bleepingcomputer.com/news/security/over-15-000-hacked-roku-accounts-sold-for-50-each-to-buy-hardware/,"Over 15,000 hacked Roku accounts sold for 50¢ each to buy hardware",,fraud,live,
https://www.bleepingcomputer.com/news/security/savvy-seahorse-gang-uses-dns-cname-records-to-power-investor-scams/,Savvy Seahorse gang uses DNS CNAME records to power investor scams,,fraud,live,
https://www.bleepingcomputer.com/news/apple/fraudsters-tried-to-scam-apple-out-of-5-000-iphones-worth-over-3-million/,"Fraudsters tried to scam Apple out of 5,000 iPhones worth over $3 million",,fraud,live,
https://www.bleepingcomputer.com/news/security/americans-lost-record-10-billion-to-fraud-in-2023-ftc-warns/,"Americans lost record $10 billion to fraud in 2023, FTC warns",,fraud,live,
https://www.bleepingcomputer.com/news/microsoft/us-detains-suspects-behind-80-million-pig-butchering-scheme/,US detains suspects behind $80 million 'pig butchering' scheme,,fraud,live,
https://www.bleepingcomputer.com/news/security/amazon-sues-rekk-fraud-gang-that-stole-millions-in-illicit-refunds/,Amazon sues REKK fraud gang that stole millions in illicit refunds,,fraud,live,
https://www.bleepingcomputer.com/news/security/spyloan-android-malware-on-google-play-downloaded-12-million-times/,SpyLoan Android malware on Google Play downloaded 12 million times,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-warns-of-increasing-cryptocurrency-recovery-scams/,FBI warns of increasing cryptocurrency recovery scams,,fraud,live,
https://www.bleepingcomputer.com/news/security/the-current-state-of-business-email-compromise-attacks/,The Current State of Business Email Compromise Attacks,,fraud,live,
https://www.bleepingcomputer.com/news/security/massive-phishing-campaign-uses-6-000-sites-to-impersonate-100-brands/,"Massive phishing campaign uses 6,000 sites to impersonate 100 brands",,fraud,live,
https://www.bleepingcomputer.com/news/security/atomic-wallet-hacks-lead-to-over-35-million-in-crypto-stolen/,Atomic Wallet hacks lead to over $35 million in crypto stolen,,fraud,live,
https://www.bleepingcomputer.com/news/apple/apple-blocked-17-million-apps-for-privacy-security-issues-in-2022/,"Apple blocked 1.7 million apps for privacy, security issues in 2022",,fraud,live,
https://www.bleepingcomputer.com/news/security/australians-lost-a-record-31-billion-to-scams-last-year/,Australians lost a record $3.1 billion to scams last year,,fraud,live,
https://www.bleepingcomputer.com/news/security/police-disrupts-98m-online-fraud-ring-with-33-000-victims/,"Police disrupts $98M online fraud ring with 33,000 victims",,fraud,live,
https://www.bleepingcomputer.com/news/security/us-seizes-112-million-from-cryptocurrency-investment-scammers/,US seizes $112 million from cryptocurrency investment scammers,,fraud,live,
https://www.bleepingcomputer.com/news/security/ukrainian-cyberpolice-busts-fraud-gang-that-stole-43-million/,Ukrainian cyberpolice busts fraud gang that stole $4.3 million,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-business-email-compromise-tactics-used-to-defraud-us-vendors/,FBI: Business email compromise tactics used to defraud U.S. vendors,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-warns-of-cryptocurrency-theft-via-play-to-earn-games/,FBI warns of cryptocurrency theft via “play-to-earn” games,,fraud,live,
https://www.bleepingcomputer.com/news/security/bidencash-market-leaks-over-2-million-stolen-credit-cards-for-free/,BidenCash market leaks over 2 million stolen credit cards for free,,fraud,live,
https://www.bleepingcomputer.com/news/security/ftc-americans-lost-88-billion-to-fraud-in-2022-after-30-percent-surge/,FTC: Americans lost $8.8 billion to fraud in 2022 after 30% surge,,fraud,live,
https://www.bleepingcomputer.com/news/security/forsage-defi-platform-founders-indicted-for-340-million-scam/,Forsage DeFi platform founders indicted for $340 million scam,,fraud,live,
https://www.bleepingcomputer.com/news/security/spain-us-dismantle-phishing-gang-that-stole-5-million-in-a-year/,"Spain, U.S. dismantle phishing gang that stole $5 million in a year",,fraud,live,
https://www.bleepingcomputer.com/news/security/ftc-13-billion-lost-by-70-000-americans-to-romance-scams-last-year/,"FTC: $1.3 billion lost by 70,000 Americans to romance scams last year",,fraud,live,
https://www.bleepingcomputer.com/news/security/new-dingo-crypto-token-found-charging-a-99-percent-transaction-fee/,New Dingo crypto token found charging a 99% transaction fee,,fraud,live,
https://www.bleepingcomputer.com/news/security/shady-reward-apps-on-google-play-amass-20-million-downloads/,Shady reward apps on Google Play amass 20 million downloads,,fraud,live,
https://www.bleepingcomputer.com/news/security/massive-ad-fraud-op-dismantled-after-hitting-millions-of-ios-devices/,Massive ad-fraud op dismantled after hitting millions of iOS devices,,fraud,live,
https://www.bleepingcomputer.com/news/security/ukraine-shuts-down-fraudulent-call-center-claiming-18-000-victims/,"Ukraine shuts down fraudulent call center claiming 18,000 victims",,fraud,live,
https://www.bleepingcomputer.com/news/security/google-ad-fraud-campaign-used-adult-content-to-make-millions/,Google Ad fraud campaign used adult content to make millions,,fraud,live,
https://www.bleepingcomputer.com/news/security/cryptoslabs-pig-butchering-ring-stole-up-to-505-million-since-2018/,CryptosLabs ‘pig butchering’ ring stole up to $505 million since 2018,,fraud,live,
https://www.bleepingcomputer.com/news/security/suspects-arrested-for-hacking-us-networks-to-steal-employee-data/,Suspects arrested for hacking US networks to steal employee data,,fraud,live,
https://www.bleepingcomputer.com/news/security/spanish-police-dismantle-operation-that-made-12m-via-investment-scams/,Spanish police dismantle operation that made €12M via investment scams,,fraud,live,
https://www.bleepingcomputer.com/news/security/fbi-americans-lost-a-record-21-billion-to-cybercrime-last-year/,FBI: Americans lost a record $21 billion to cybercrime last year,,scam,live,
https://www.bleepingcomputer.com/news/security/uk-sanctions-xinbi-marketplace-linked-to-asian-scam-centers/,UK sanctions Xinbi marketplace linked to Asian scam centers,,scam,live,
https://www.bleepingcomputer.com/news/security/nordstroms-email-system-abused-to-send-crypto-scams-to-customers/,Nordstrom's email system abused to send crypto scams to customers,,scam,live,
https://www.bleepingcomputer.com/news/security/meta-adds-new-whatsapp-facebook-and-messenger-anti-scam-tools/,"Meta adds new WhatsApp, Facebook, and Messenger anti-scam tools",,scam,live,
https://www.bleepingcomputer.com/news/security/ctm360-report-warns-of-global-surge-in-fake-high-yield-investment-scams/,CTM360 Report Warns of Global Surge in Fake High-Yield Investment Scams,,scam,live,
https://www.bleepingcomputer.com/news/security/cloud-storage-payment-scam-floods-inboxes-with-fake-renewals/,Cloud storage payment scam floods inboxes with fake renewals,,scam,live,
https://www.bleepingcomputer.com/news/security/convincing-linkedin-comment-reply-tactic-used-in-new-phishing/,Convincing LinkedIn comment-reply tactic used in new phishing,,scam,live,
https://www.bleepingcomputer.com/news/security/fake-grubhub-emails-promise-tenfold-return-on-sent-cryptocurrency/,Fake Grubhub emails promise tenfold return on sent cryptocurrency,,scam,live,
https://www.bleepingcomputer.com/news/security/beware-paypal-subscriptions-abused-to-send-fake-purchase-emails/,Beware: PayPal subscriptions abused to send fake purchase emails,,scam,live,
https://www.bleepingcomputer.com/news/security/fbi-warns-of-virtual-kidnapping-ransom-scams-using-altered-social-media-photos/,FBI warns of virtual kidnapping scams using altered social media photos,,scam,live,
https://www.bleepingcomputer.com/news/security/google-expands-android-scam-protection-feature-to-chase-cash-app-in-us/,"Google expands Android scam protection feature to Chase, Cash App in U.S.",,scam,live,
https://www.bleepingcomputer.com/news/security/avast-makes-ai-driven-scam-defense-available-for-free-worldwide/,Avast Makes AI-Driven Scam Defense Available for Free Worldwide,,scam,live,
https://www.bleepingcomputer.com/news/security/malicious-npm-packages-abuse-adspect-redirects-to-evade-security/,Malicious NPM packages abuse Adspect redirects to evade security,,scam,live,
https://www.bleepingcomputer.com/news/security/lost-iphone-dont-fall-for-phishing-texts-saying-it-was-found/,Lost iPhone? Don’t fall for phishing texts saying it was found,,scam,live,
https://www.bleepingcomputer.com/news/security/meta-launches-new-anti-scam-tools-for-whatsapp-and-messenger/,Meta launches new anti-scam tools for WhatsApp and Messenger,,scam,live,
https://www.bleepingcomputer.com/news/security/us-seizes-15-billion-in-crypto-from-pig-butchering-kingpin/,US seizes $15 billion in crypto from 'pig butchering' kingpin,,scam,live,
https://www.bleepingcomputer.com/news/security/perplexitys-comet-ai-browser-tricked-into-buying-fake-items-online/,Perplexity’s Comet AI browser tricked into buying fake items online,,scam,live,
https://www.bleepingcomputer.com/news/security/us-charges-ghanaians-linked-to-theft-of-100-million-in-romance-scams-bec-attacks/,'Chairmen' of $100 million scam operation extradited to US,,scam,live,
https://www.bleepingcomputer.com/news/security/whatsapp-adds-new-security-feature-to-protect-against-scams/,WhatsApp adds new security feature to protect against scams,,scam,live,
https://www.bleepingcomputer.com/news/security/duckduckgo-beefs-up-scam-defense-to-block-fake-stores-crypto-sites/,"DuckDuckGo beefs up scam defense to block fake stores, crypto sites",,scam,live,
https://www.bleepingcomputer.com/news/security/instagram-ads-mimicking-bmo-eq-bank-are-finance-scams/,"Instagram ads mimicking BMO, EQ Bank are finance scams",,scam,live,
https://www.bleepingcomputer.com/news/security/five-plead-guilty-to-laundering-36-million-stolen-in-investment-scams/,Five plead guilty to laundering $36 million stolen in investment scams,,scam,live,
https://www.bleepingcomputer.com/news/security/google-chrome-to-use-on-device-ai-to-detect-tech-support-scams/,Google Chrome to use on-device AI to detect tech support scams,,scam,live,
https://www.bleepingcomputer.com/news/security/phishers-abuse-google-oauth-to-spoof-google-in-dkim-replay-attack/,Phishers abuse Google OAuth to spoof Google in DKIM replay attack,,scam,live,
https://www.bleepingcomputer.com/news/google/google-blocked-over-5-billion-ads-in-2024-amid-rise-in-ai-powered-scams/,Google blocked over 5 billion ads in 2024 amid rise in AI-powered scams,,scam,live,
https://www.bleepingcomputer.com/news/security/six-arrested-for-ai-powered-investment-scams-that-stole-20-million/,Six arrested for AI-powered investment scams that stole $20 million,,scam,live,
https://www.bleepingcomputer.com/news/security/toll-payment-text-scam-returns-in-massive-phishing-wave/,E-ZPass toll payment texts return in massive phishing wave,,scam,live,
https://www.bleepingcomputer.com/news/cryptocurrency/us-seized-82-million-in-crypto-linked-to-romance-baiting-scams/,U.S. seized $8.2 million in crypto linked to 'Romance Baiting' scams,,scam,live,
https://www.bleepingcomputer.com/news/security/fbi-warnings-are-true-fake-file-converters-do-push-malware/,FBI warnings are true—fake file converters do push malware,,scam,live,
https://www.bleepingcomputer.com/news/security/ftc-will-send-255-million-to-victims-of-tech-support-scams/,FTC will send $25.5 million to victims of tech support scams,,scam,live,
https://www.bleepingcomputer.com/news/security/youtubers-extorted-via-copyright-strikes-to-spread-malware/,YouTubers extorted via copyright strikes to spread malware,,scam,live,
https://www.bleepingcomputer.com/news/security/fake-bianlian-ransom-notes-mailed-to-us-ceos-in-postal-mail-scam/,Fake BianLian ransom notes mailed to US CEOs in postal mail scam,,scam,live,
https://www.bleepingcomputer.com/news/security/grasscall-malware-campaign-drains-crypto-wallets-via-fake-job-interviews/,GrassCall malware campaign drains crypto wallets via fake job interviews,,scam,live,
https://www.bleepingcomputer.com/news/security/pumpfun-x-account-hacked-to-promote-scam-governance-token/,Pump.fun X account hacked to promote scam governance token,,scam,live,
https://www.bleepingcomputer.com/news/security/beware-paypal-new-address-feature-abused-to-send-phishing-emails/,"Beware: PayPal ""New Address"" feature abused to send phishing emails",,scam,live,
https://www.bleepingcomputer.com/news/security/fake-cs2-tournament-streams-used-to-steal-crypto-steam-accounts/,"Fake CS2 tournament streams used to steal crypto, Steam accounts",,scam,live,
https://www.bleepingcomputer.com/news/google/google-chrome-uses-ai-to-analyze-pages-in-new-scam-detection-feature/,Google Chrome uses AI to analyze pages in new scam detection feature,,scam,live,
https://www.bleepingcomputer.com/news/security/interpol-replaces-dehumanizing-pig-butchering-term-with-romance-baiting/,"Interpol replaces dehumanizing ""Pig Butchering"" term with ""Romance Baiting""",,scam,live,
https://www.bleepingcomputer.com/news/security/now-bluesky-hit-with-crypto-scams-as-it-crosses-20-million-users/,Now BlueSky hit with crypto scams as it crosses 20 million users,,scam,live,
https://www.bleepingcomputer.com/news/google/new-google-pixel-ai-feature-analyzes-phone-conversations-for-scams/,New Google Pixel AI feature analyzes phone conversations for scams,,scam,live,
https://www.bleepingcomputer.com/news/security/scammers-target-uk-senior-citizens-with-winter-fuel-payment-texts/,Scammers target UK senior citizens with Winter Fuel Payment texts,,scam,live,
https://www.bleepingcomputer.com/news/security/chatgpt-4o-can-be-used-for-autonomous-voice-based-scams/,ChatGPT-4o can be used for autonomous voice-based scams,,scam,live,
https://www.bleepingcomputer.com/news/security/suspects-behind-230-million-cryptocurrency-theft-arrested-in-miami/,Suspects behind $230 million cryptocurrency theft arrested in Miami,,scam,live,
https://www.bleepingcomputer.com/news/security/sextortion-scams-now-use-your-cheating-spouses-name-as-a-lure/,"Sextortion scams now use your ""cheating"" spouse’s name as a lure",,scam,live,
https://www.bleepingcomputer.com/news/security/ftc-americans-lost-over-110-million-to-bitcoin-atm-scams-in-2023/,FTC: Over $110 million lost to Bitcoin ATM scams in 2023,,scam,live,
https://www.bleepingcomputer.com/news/security/meta-nukes-massive-instagram-sextortion-network-of-63-000-accounts/,"Meta nukes massive Instagram sextortion network of 63,000 accounts",,scam,live,
https://www.bleepingcomputer.com/news/security/cisa-warns-of-criminals-impersonating-its-employees-in-phone-calls/,CISA warns of criminals impersonating its employees in phone calls,,scam,live,
https://www.bleepingcomputer.com/news/security/microsoft-indias-x-account-hijacked-in-roaring-kitty-crypto-scam-to-push-wallet-drainers/,Microsoft India’s X account hijacked in Roaring Kitty crypto scam,,scam,live,
https://www.bleepingcomputer.com/news/security/ftc-americans-lost-11-billion-to-impersonation-scams-in-2023/,FTC: Americans lost $1.1 billion to impersonation scams in 2023,,scam,live,
https://www.bleepingcomputer.com/news/security/ftc-warns-scammers-are-impersonating-its-employees-to-steal-money/,FTC warns scammers are impersonating its employees to steal money,,scam,live,
https://www.bleepingcomputer.com/news/cryptocurrency/us-moves-to-recover-23-million-from-pig-butchers-on-binance/,"US moves to recover $2.3 million from ""pig butchers"" on Binance",,scam,live,
https://www.bleepingcomputer.com/news/security/fbi-tech-support-scams-now-use-couriers-to-collect-victims-money/,FBI: Tech support scams now use couriers to collect victims' money,,scam,live,
https://www.bleepingcomputer.com/news/security/watch-out-for-i-cant-believe-he-is-gone-facebook-phishing-posts/,"Watch out for ""I can't believe he is gone"" Facebook phishing posts",,scam,live,
